# Supplementary Table 10. Differentially expressed genes of subsets within major cell lineages
# Differentially expressed genes for each cluster analyzed within each major cell lineage (Cancer epithelial, Normal Epithelial, T-cells, B-cells, Myeloid, CAFs, PVL and Endothelial). Subset level clusters were compared against all other clusters within their major lineage using the MAST method (FindAllMarkers) with a log-scale fold change threshold of 0.25, detected in at least 0.1 of cells in either clusters and genes with a fraction difference of 0.1. Genes were filtered by an adjusted p-value threshold of 0.05. Statistical significance for differential gene expression in MAST69 was determined using the wilcox test, with all p-values adjusted using bonferroni correction.
p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	major lineage
2.58E-07	0.25235286	0.16	0.05	0.007669477	Myeloid_c0_DC_LAMP3	MTMR4	Myeloid
1.17E-07	1.5085786	0.462	0.34	0.003478136	Myeloid_c5_Macrophage_3_SIGLEC1	MT1X	Myeloid
1.24E-12	1.293406122	0.769	0.361	3.69E-08	Myeloid_c5_Macrophage_3_SIGLEC1	KLF2	Myeloid
4.21E-14	1.260635094	1	0.51	1.25E-09	Myeloid_c5_Macrophage_3_SIGLEC1	PLTP	Myeloid
2.00E-12	1.171282	1	0.498	5.94E-08	Myeloid_c5_Macrophage_3_SIGLEC1	RNASE1	Myeloid
1.96E-14	1.170373007	1	0.428	5.84E-10	Myeloid_c5_Macrophage_3_SIGLEC1	STAB1	Myeloid
1.05E-09	1.144517524	0.654	0.189	3.11E-05	Myeloid_c5_Macrophage_3_SIGLEC1	CD209	Myeloid
2.37E-11	1.136859052	0.923	0.347	7.05E-07	Myeloid_c5_Macrophage_3_SIGLEC1	F13A1	Myeloid
4.09E-07	1.047588041	0.962	0.646	0.012159093	Myeloid_c5_Macrophage_3_SIGLEC1	RHOB	Myeloid
1.96E-07	1.029727884	0.615	0.174	0.005815659	Myeloid_c5_Macrophage_3_SIGLEC1	TMIGD3	Myeloid
2.35E-09	1.01312823	0.692	0.257	6.98E-05	Myeloid_c5_Macrophage_3_SIGLEC1	RP11-160E2.6	Myeloid
8.31E-12	0.952519967	1	0.384	2.47E-07	Myeloid_c5_Macrophage_3_SIGLEC1	SEPP1	Myeloid
1.14E-11	0.952451021	0.769	0.326	3.40E-07	Myeloid_c5_Macrophage_3_SIGLEC1	SIGLEC1	Myeloid
1.02E-10	0.945691796	1	0.551	3.03E-06	Myeloid_c5_Macrophage_3_SIGLEC1	DAB2	Myeloid
5.11E-08	0.920569279	0.615	0.227	0.001520813	Myeloid_c5_Macrophage_3_SIGLEC1	MTSS1	Myeloid
1.64E-07	0.884765433	0.923	0.569	0.004888318	Myeloid_c5_Macrophage_3_SIGLEC1	LGMN	Myeloid
9.08E-08	0.836200373	1	0.712	0.002699749	Myeloid_c5_Macrophage_3_SIGLEC1	C1QB	Myeloid
1.31E-08	0.83223232	1	0.71	0.000388382	Myeloid_c5_Macrophage_3_SIGLEC1	MS4A7	Myeloid
6.17E-08	0.830368301	0.615	0.356	0.001834203	Myeloid_c5_Macrophage_3_SIGLEC1	TTYH3	Myeloid
1.02E-06	0.818286612	0.692	0.322	0.030443935	Myeloid_c5_Macrophage_3_SIGLEC1	MAF	Myeloid
1.62E-07	0.775176596	0.885	0.467	0.004818926	Myeloid_c5_Macrophage_3_SIGLEC1	SLCO2B1	Myeloid
7.24E-08	0.76510069	0.654	0.296	0.002153058	Myeloid_c5_Macrophage_3_SIGLEC1	AP2A2	Myeloid
4.04E-08	0.763095448	0.423	0.128	0.00120046	Myeloid_c5_Macrophage_3_SIGLEC1	PLEKHG2	Myeloid
8.33E-08	0.741774804	0.462	0.161	0.002477467	Myeloid_c5_Macrophage_3_SIGLEC1	SASH1	Myeloid
1.11E-06	0.738714628	0.808	0.479	0.03291164	Myeloid_c5_Macrophage_3_SIGLEC1	C6orf62	Myeloid
2.24E-07	0.727396003	0.692	0.305	0.00666398	Myeloid_c5_Macrophage_3_SIGLEC1	PLXND1	Myeloid
1.47E-06	0.675632563	1	0.719	0.043639041	Myeloid_c5_Macrophage_3_SIGLEC1	C1QA	Myeloid
5.89E-07	0.670532878	1	0.823	0.017498461	Myeloid_c5_Macrophage_3_SIGLEC1	GLUL	Myeloid
1.23E-06	0.66118745	0.615	0.349	0.036691802	Myeloid_c5_Macrophage_3_SIGLEC1	AES	Myeloid
1.53E-07	0.644322812	0.5	0.221	0.004538425	Myeloid_c5_Macrophage_3_SIGLEC1	DNAJC25-GNG10	Myeloid
6.91E-08	0.596722547	0.346	0.055	0.002055025	Myeloid_c5_Macrophage_3_SIGLEC1	ADAMTS2	Myeloid
1.60E-06	0.56243261	0.423	0.212	0.047504694	Myeloid_c5_Macrophage_3_SIGLEC1	SORBS3	Myeloid
3.61E-08	0.552018691	0.885	0.333	0.001072517	Myeloid_c5_Macrophage_3_SIGLEC1	FOLR2	Myeloid
1.65E-06	0.518903993	0.385	0.271	0.04908251	Myeloid_c5_Macrophage_3_SIGLEC1	PTPMT1	Myeloid
1.66E-217	1.705107031	0.583	0.243	4.94E-213	CAFs MSC iCAF-like s1	CFD	CAFs
2.80E-199	1.391659673	0.309	0.052	8.34E-195	CAFs MSC iCAF-like s1	ADH1B	CAFs
7.42E-151	1.22809931	0.596	0.346	2.21E-146	CAFs MSC iCAF-like s1	PTGDS	CAFs
8.67E-201	1.150851732	0.655	0.372	2.58E-196	CAFs MSC iCAF-like s1	C3	CAFs
2.69E-161	1.108386424	0.322	0.081	7.99E-157	CAFs MSC iCAF-like s1	GPX3	CAFs
5.26E-132	1.007912768	0.382	0.152	1.56E-127	CAFs MSC iCAF-like s1	PDK4	CAFs
8.83E-254	0.982481942	0.914	0.659	2.63E-249	CAFs MSC iCAF-like s1	APOD	CAFs
1.42E-186	0.920074518	0.641	0.378	4.22E-182	CAFs MSC iCAF-like s1	SOD3	CAFs
4.03E-70	0.915569308	0.402	0.279	1.20E-65	CAFs MSC iCAF-like s1	CLU	CAFs
1.33E-214	0.880260631	0.799	0.629	3.95E-210	CAFs MSC iCAF-like s1	ZFP36L2	CAFs
9.42E-218	0.872782338	0.918	0.801	2.80E-213	CAFs MSC iCAF-like s1	GSN	CAFs
8.69E-134	0.865034945	0.398	0.174	2.58E-129	CAFs MSC iCAF-like s1	GPC3	CAFs
3.73E-244	0.852918653	0.858	0.617	1.11E-239	CAFs MSC iCAF-like s1	CXCL12	CAFs
9.17E-65	0.820307986	0.206	0.065	2.73E-60	CAFs MSC iCAF-like s1	PI16	CAFs
3.38E-152	0.804380627	0.87	0.723	1.00E-147	CAFs MSC iCAF-like s1	ZFP36	CAFs
4.11E-145	0.795257261	0.389	0.145	1.22E-140	CAFs MSC iCAF-like s1	ABCA8	CAFs
2.80E-203	0.795049203	0.819	0.583	8.31E-199	CAFs MSC iCAF-like s1	MFAP4	CAFs
1.20E-60	0.760473989	0.199	0.07	3.58E-56	CAFs MSC iCAF-like s1	C7	CAFs
2.47E-170	0.750095879	0.782	0.593	7.35E-166	CAFs MSC iCAF-like s1	TXNIP	CAFs
7.23E-84	0.720591575	0.482	0.302	2.15E-79	CAFs MSC iCAF-like s1	RASD1	CAFs
1.85E-108	0.71129026	0.346	0.163	5.49E-104	CAFs MSC iCAF-like s1	HSPB6	CAFs
1.13E-102	0.708444505	0.313	0.121	3.37E-98	CAFs MSC iCAF-like s1	SFRP1	CAFs
4.13E-114	0.708332708	0.388	0.152	1.23E-109	CAFs MSC iCAF-like s1	TNXB	CAFs
3.18E-188	0.688632889	0.835	0.575	9.45E-184	CAFs MSC iCAF-like s1	SEPP1	CAFs
2.80E-136	0.678326584	0.95	0.775	8.32E-132	CAFs MSC iCAF-like s1	MGP	CAFs
1.19E-110	0.678138301	0.39	0.192	3.55E-106	CAFs MSC iCAF-like s1	ALDH1A1	CAFs
1.21E-60	0.676419119	0.335	0.182	3.60E-56	CAFs MSC iCAF-like s1	C10orf10	CAFs
9.55E-142	0.666826288	0.563	0.303	2.84E-137	CAFs MSC iCAF-like s1	FXYD1	CAFs
3.92E-114	0.662736302	0.233	0.071	1.16E-109	CAFs MSC iCAF-like s1	LEPR	CAFs
1.28E-59	0.65305022	0.301	0.177	3.80E-55	CAFs MSC iCAF-like s1	MT1M	CAFs
6.77E-105	0.63843142	0.538	0.381	2.01E-100	CAFs MSC iCAF-like s1	KLF4	CAFs
5.61E-112	0.637600326	0.442	0.224	1.67E-107	CAFs MSC iCAF-like s1	ABCA6	CAFs
1.35E-124	0.636299317	0.828	0.71	4.03E-120	CAFs MSC iCAF-like s1	EGR1	CAFs
3.61E-112	0.623643855	0.612	0.456	1.07E-107	CAFs MSC iCAF-like s1	PLTP	CAFs
6.13E-130	0.613008287	0.644	0.476	1.82E-125	CAFs MSC iCAF-like s1	PLPP3	CAFs
2.66E-87	0.596075922	0.749	0.626	7.92E-83	CAFs MSC iCAF-like s1	NFKBIA	CAFs
2.77E-95	0.592075744	0.28	0.122	8.23E-91	CAFs MSC iCAF-like s1	RSPO3	CAFs
2.08E-82	0.585536337	0.616	0.49	6.20E-78	CAFs MSC iCAF-like s1	MAFB	CAFs
5.40E-98	0.579691979	0.636	0.458	1.61E-93	CAFs MSC iCAF-like s1	SRPX	CAFs
1.02E-104	0.579255892	0.603	0.484	3.04E-100	CAFs MSC iCAF-like s1	FBLN5	CAFs
1.68E-83	0.578457638	0.438	0.242	4.98E-79	CAFs MSC iCAF-like s1	ADIRF	CAFs
9.08E-85	0.573488755	0.546	0.389	2.70E-80	CAFs MSC iCAF-like s1	FGF7	CAFs
3.12E-99	0.571958689	0.608	0.503	9.27E-95	CAFs MSC iCAF-like s1	GPNMB	CAFs
3.42E-103	0.569546891	0.818	0.691	1.02E-98	CAFs MSC iCAF-like s1	FBLN1	CAFs
1.55E-77	0.566805118	0.346	0.213	4.61E-73	CAFs MSC iCAF-like s1	SVEP1	CAFs
1.25E-89	0.564046805	0.595	0.438	3.73E-85	CAFs MSC iCAF-like s1	BTG2	CAFs
6.53E-69	0.55991102	0.402	0.254	1.94E-64	CAFs MSC iCAF-like s1	OGN	CAFs
9.98E-76	0.546796836	0.539	0.411	2.97E-71	CAFs MSC iCAF-like s1	CEBPD	CAFs
1.14E-97	0.538631037	0.317	0.162	3.38E-93	CAFs MSC iCAF-like s1	RNASE4	CAFs
7.41E-81	0.537714472	0.419	0.286	2.20E-76	CAFs MSC iCAF-like s1	NR2F1	CAFs
3.17E-57	0.523857659	0.191	0.08	9.43E-53	CAFs MSC iCAF-like s1	MGST1	CAFs
2.75E-67	0.514790404	0.572	0.424	8.16E-63	CAFs MSC iCAF-like s1	EFEMP1	CAFs
4.34E-57	0.505594885	0.579	0.473	1.29E-52	CAFs MSC iCAF-like s1	CDKN1A	CAFs
1.61E-48	0.498410337	0.21	0.098	4.78E-44	CAFs MSC iCAF-like s1	FMO2	CAFs
4.15E-87	0.493158608	0.333	0.172	1.23E-82	CAFs MSC iCAF-like s1	TGFBR3	CAFs
1.02E-58	0.491108021	0.587	0.486	3.02E-54	CAFs MSC iCAF-like s1	SOD2	CAFs
2.52E-55	0.489146044	0.449	0.333	7.49E-51	CAFs MSC iCAF-like s1	MYC	CAFs
1.07E-80	0.487725877	0.543	0.385	3.19E-76	CAFs MSC iCAF-like s1	TFPI	CAFs
3.79E-62	0.484398993	0.299	0.147	1.13E-57	CAFs MSC iCAF-like s1	ADM	CAFs
1.77E-98	0.469105358	0.711	0.566	5.25E-94	CAFs MSC iCAF-like s1	LHFP	CAFs
4.45E-81	0.460280503	0.307	0.139	1.32E-76	CAFs MSC iCAF-like s1	METTL7A	CAFs
2.80E-64	0.448479698	0.231	0.088	8.32E-60	CAFs MSC iCAF-like s1	ABCA10	CAFs
1.12E-52	0.432973458	0.511	0.368	3.33E-48	CAFs MSC iCAF-like s1	SPRY1	CAFs
6.22E-35	0.419898055	0.557	0.417	1.85E-30	CAFs MSC iCAF-like s1	CXCL14	CAFs
9.14E-43	0.419839197	0.246	0.137	2.72E-38	CAFs MSC iCAF-like s1	OSR1	CAFs
1.92E-62	0.415501308	0.465	0.307	5.71E-58	CAFs MSC iCAF-like s1	NFIA	CAFs
6.07E-78	0.409507017	0.618	0.382	1.81E-73	CAFs MSC iCAF-like s1	ITM2A	CAFs
1.49E-61	0.392268743	0.535	0.432	4.42E-57	CAFs MSC iCAF-like s1	GLUL	CAFs
1.88E-49	0.391937391	0.223	0.107	5.58E-45	CAFs MSC iCAF-like s1	CHRDL1	CAFs
1.32E-61	0.384545949	0.214	0.09	3.93E-57	CAFs MSC iCAF-like s1	ABLIM1	CAFs
8.23E-54	0.369601588	0.226	0.101	2.45E-49	CAFs MSC iCAF-like s1	FGL2	CAFs
7.85E-50	0.356947699	0.201	0.09	2.33E-45	CAFs MSC iCAF-like s1	ABCA9	CAFs
1.87E-62	0.354923328	0.207	0.098	5.56E-58	CAFs MSC iCAF-like s1	PID1	CAFs
4.43E-50	0.350980915	0.202	0.088	1.32E-45	CAFs MSC iCAF-like s1	ITIH5	CAFs
1.28E-41	0.346560197	0.44	0.306	3.79E-37	CAFs MSC iCAF-like s1	PRELP	CAFs
2.04E-48	0.343753074	0.228	0.111	6.08E-44	CAFs MSC iCAF-like s1	IL33	CAFs
3.86E-41	0.339600787	0.251	0.141	1.15E-36	CAFs MSC iCAF-like s1	CD34	CAFs
8.95E-44	0.33495585	0.313	0.2	2.66E-39	CAFs MSC iCAF-like s1	NDRG2	CAFs
1.61E-59	0.331233801	0.152	0.047	4.80E-55	CAFs MSC iCAF-like s1	C16orf89	CAFs
2.91E-39	0.32320738	0.183	0.076	8.65E-35	CAFs MSC iCAF-like s1	SCARA5	CAFs
1.38E-48	0.316171056	0.28	0.131	4.12E-44	CAFs MSC iCAF-like s1	FIGF	CAFs
4.29E-42	0.300706903	0.214	0.11	1.27E-37	CAFs MSC iCAF-like s1	F10	CAFs
2.05E-45	0.297571016	0.212	0.1	6.11E-41	CAFs MSC iCAF-like s1	LRRN4CL	CAFs
4.19E-34	0.662271167	0.52	0.404	1.24E-29	CAFs MSC iCAF-like s2	IER3	CAFs
1.98E-28	0.651438682	0.154	0.046	5.88E-24	CAFs MSC iCAF-like s2	CCL8	CAFs
1.62E-27	0.545555652	0.182	0.061	4.83E-23	CAFs MSC iCAF-like s2	NDUFA4L2	CAFs
3.18E-31	0.5414761	0.206	0.099	9.47E-27	CAFs MSC iCAF-like s2	ARC	CAFs
3.78E-37	0.534761091	0.584	0.48	1.13E-32	CAFs MSC iCAF-like s2	BTG2	CAFs
2.12E-19	0.475205885	0.223	0.104	6.30E-15	CAFs MSC iCAF-like s2	DLK1	CAFs
3.25E-26	0.455269075	0.622	0.481	9.68E-22	CAFs MSC iCAF-like s2	APOE	CAFs
1.23E-16	0.395792216	0.291	0.167	3.65E-12	CAFs MSC iCAF-like s2	FIGF	CAFs
1.46E-18	0.284323365	0.231	0.118	4.35E-14	CAFs MSC iCAF-like s2	PGF	CAFs
1.85E-08	0.48651031	0.459	0.34	0.000548711	CAFs Transitioning s3	SFRP4	CAFs
6.43E-09	0.394574223	0.59	0.466	0.00019105	CAFs Transitioning s3	EFEMP1	CAFs
5.08E-19	0.333668246	0.743	0.566	1.51E-14	CAFs Transitioning s3	FBLN2	CAFs
9.80E-11	0.300489058	0.647	0.505	2.91E-06	CAFs Transitioning s3	COL14A1	CAFs
4.19E-08	0.299848561	0.356	0.246	0.001245532	CAFs Transitioning s3	DIO2	CAFs
8.30E-09	0.278411298	0.441	0.34	0.000246864	CAFs Transitioning s3	ITGB5	CAFs
5.96E-14	0.269443046	0.593	0.421	1.77E-09	CAFs Transitioning s3	ASPN	CAFs
5.22E-19	0.267530356	0.803	0.617	1.55E-14	CAFs Transitioning s3	CTHRC1	CAFs
4.66E-09	0.259042862	0.506	0.373	0.000138633	CAFs Transitioning s3	ELN	CAFs
6.28E-64	1.219411958	0.515	0.326	1.87E-59	CAFs myCAF like s4	COL4A1	CAFs
9.76E-50	1.098407592	0.236	0.06	2.90E-45	CAFs myCAF like s4	NDUFA4L2	CAFs
2.12E-27	0.95097015	0.164	0.053	6.32E-23	CAFs myCAF like s4	RGS5	CAFs
2.12E-41	0.829794727	0.231	0.107	6.31E-37	CAFs myCAF like s4	EGFL6	CAFs
1.07E-44	0.783067853	0.575	0.429	3.20E-40	CAFs myCAF like s4	COL4A2	CAFs
1.32E-38	0.755626289	0.158	0.031	3.92E-34	CAFs myCAF like s4	MCAM	CAFs
1.55E-33	0.617272123	0.206	0.068	4.61E-29	CAFs myCAF like s4	CCDC102B	CAFs
2.43E-26	0.577306936	0.56	0.443	7.23E-22	CAFs myCAF like s4	RPS10	CAFs
3.03E-15	0.569432132	0.5	0.398	9.00E-11	CAFs myCAF like s4	ISG15	CAFs
1.16E-23	0.550986529	0.346	0.228	3.43E-19	CAFs myCAF like s4	GPM6B	CAFs
5.31E-27	0.538619685	0.321	0.211	1.58E-22	CAFs myCAF like s4	NOTCH3	CAFs
8.06E-32	0.536471806	0.311	0.167	2.40E-27	CAFs myCAF like s4	CHN1	CAFs
1.63E-21	0.501006182	0.357	0.256	4.85E-17	CAFs myCAF like s4	TGFBI	CAFs
1.31E-16	0.492519185	0.462	0.327	3.90E-12	CAFs myCAF like s4	BST2	CAFs
4.50E-20	0.412690091	0.164	0.063	1.34E-15	CAFs myCAF like s4	LPL	CAFs
5.27E-15	0.363374044	0.241	0.121	1.57E-10	CAFs myCAF like s4	PGF	CAFs
0	1.508269413	0.959	0.627	0	CAFs myCAF like s5	FN1	CAFs
0	1.401357459	0.996	0.852	0	CAFs myCAF like s5	COL1A1	CAFs
0	1.377342727	0.934	0.457	0	CAFs myCAF like s5	POSTN	CAFs
1.24E-263	1.317268496	0.657	0.233	3.69E-259	CAFs myCAF like s5	MMP11	CAFs
1.03E-258	1.265142989	0.438	0.076	3.05E-254	CAFs myCAF like s5	COL11A1	CAFs
7.61E-228	1.258710466	0.444	0.094	2.26E-223	CAFs myCAF like s5	COMP	CAFs
0	1.234361227	0.989	0.836	0	CAFs myCAF like s5	SPARC	CAFs
0	1.194418294	0.917	0.483	0	CAFs myCAF like s5	CTHRC1	CAFs
0	1.194349242	0.995	0.894	0	CAFs myCAF like s5	COL1A2	CAFs
1.34E-220	1.169186681	0.735	0.41	3.98E-216	CAFs myCAF like s5	ACTA2	CAFs
0	1.139715567	0.673	0.142	0	CAFs myCAF like s5	COL10A1	CAFs
0	1.132791731	0.866	0.484	0	CAFs myCAF like s5	TAGLN	CAFs
0	1.131443309	0.647	0.177	0	CAFs myCAF like s5	COL8A1	CAFs
0	1.105358887	0.993	0.821	0	CAFs myCAF like s5	COL3A1	CAFs
1.40E-283	1.056766544	0.531	0.124	4.17E-279	CAFs myCAF like s5	SDC1	CAFs
1.70E-289	1.047453349	0.775	0.354	5.05E-285	CAFs myCAF like s5	COL12A1	CAFs
6.32E-240	1.032318632	0.7	0.296	1.88E-235	CAFs myCAF like s5	ASPN	CAFs
2.55E-275	1.019847522	0.627	0.201	7.58E-271	CAFs myCAF like s5	SULF1	CAFs
0	1.016211304	0.858	0.36	0	CAFs myCAF like s5	COL5A1	CAFs
4.05262286657741e-319	0.967424137	0.625	0.161	1.20496635691946e-314	CAFs myCAF like s5	INHBA	CAFs
1.02E-298	0.966536129	0.845	0.461	3.03E-294	CAFs myCAF like s5	TPM1	CAFs
1.70E-146	0.963748316	0.504	0.205	5.06E-142	CAFs myCAF like s5	CILP	CAFs
0	0.957651233	0.912	0.559	0	CAFs myCAF like s5	COL5A2	CAFs
2.18E-260	0.923369262	0.808	0.406	6.48E-256	CAFs myCAF like s5	MFAP2	CAFs
0	0.910038713	0.921	0.649	0	CAFs myCAF like s5	VCAN	CAFs
1.05E-167	0.825593153	0.527	0.199	3.14E-163	CAFs myCAF like s5	PLAU	CAFs
1.61E-216	0.801094379	0.352	0.052	4.78E-212	CAFs myCAF like s5	GJB2	CAFs
8.26E-243	0.794400571	0.796	0.407	2.46E-238	CAFs myCAF like s5	THBS2	CAFs
4.48E-85	0.790245066	0.814	0.653	1.33E-80	CAFs myCAF like s5	TIMP3	CAFs
5.56E-127	0.769277004	0.249	0.046	1.65E-122	CAFs myCAF like s5	C1QTNF3	CAFs
9.70E-208	0.767413866	0.62	0.238	2.88E-203	CAFs myCAF like s5	TNFRSF12A	CAFs
1.30E-251	0.756457416	0.912	0.653	3.87E-247	CAFs myCAF like s5	BGN	CAFs
4.32E-221	0.751616746	0.541	0.162	1.28E-216	CAFs myCAF like s5	ITGBL1	CAFs
1.52E-234	0.747692973	0.803	0.451	4.52E-230	CAFs myCAF like s5	PALLD	CAFs
9.87E-228	0.741985919	0.913	0.66	2.94E-223	CAFs myCAF like s5	AEBP1	CAFs
3.61E-167	0.73684914	0.786	0.482	1.07E-162	CAFs myCAF like s5	PRSS23	CAFs
4.64E-254	0.73117912	0.943	0.755	1.38E-249	CAFs myCAF like s5	COL6A3	CAFs
1.08E-200	0.72461315	0.597	0.221	3.20E-196	CAFs myCAF like s5	NREP	CAFs
4.51E-240	0.719333177	0.725	0.329	1.34E-235	CAFs myCAF like s5	CERCAM	CAFs
1.45E-209	0.717859588	0.888	0.666	4.32E-205	CAFs myCAF like s5	MYL9	CAFs
4.53E-225	0.710774546	0.795	0.415	1.35E-220	CAFs myCAF like s5	MXRA5	CAFs
1.19E-178	0.696895814	0.943	0.765	3.54E-174	CAFs myCAF like s5	SFRP2	CAFs
4.84E-244	0.695890759	0.881	0.575	1.44E-239	CAFs myCAF like s5	SERPINH1	CAFs
2.51E-228	0.693055418	0.815	0.449	7.45E-224	CAFs myCAF like s5	CALU	CAFs
5.59E-225	0.685129785	0.789	0.408	1.66E-220	CAFs myCAF like s5	FBN1	CAFs
3.57E-216	0.683431026	0.368	0.059	1.06E-211	CAFs myCAF like s5	MATN3	CAFs
6.01E-181	0.683183292	0.654	0.299	1.79E-176	CAFs myCAF like s5	ANTXR1	CAFs
2.31E-203	0.676194456	0.749	0.379	6.86E-199	CAFs myCAF like s5	MYH9	CAFs
2.51E-228	0.676056446	0.405	0.073	7.45E-224	CAFs myCAF like s5	FNDC1	CAFs
4.85E-206	0.672518221	0.642	0.259	1.44E-201	CAFs myCAF like s5	LOXL1	CAFs
3.74E-204	0.660330732	0.659	0.276	1.11E-199	CAFs myCAF like s5	CHPF	CAFs
1.95E-138	0.659971427	0.557	0.25	5.79E-134	CAFs myCAF like s5	CD55	CAFs
6.23E-89	0.655619055	0.587	0.331	1.85E-84	CAFs myCAF like s5	IGFBP5	CAFs
9.92E-210	0.652876671	0.576	0.195	2.95E-205	CAFs myCAF like s5	MFAP5	CAFs
2.93E-169	0.650914099	0.775	0.443	8.72E-165	CAFs myCAF like s5	MMP14	CAFs
1.73E-137	0.636624896	0.83	0.606	5.14E-133	CAFs myCAF like s5	TPM2	CAFs
3.66E-201	0.635140955	0.866	0.59	1.09E-196	CAFs myCAF like s5	TPM4	CAFs
8.90E-66	0.629675233	0.245	0.086	2.65E-61	CAFs myCAF like s5	THBS4	CAFs
6.38E-238	0.615306393	0.434	0.082	1.90E-233	CAFs myCAF like s5	LRRC15	CAFs
4.34E-183	0.610283104	0.653	0.292	1.29E-178	CAFs myCAF like s5	RAB31	CAFs
6.99E-171	0.601619478	0.869	0.579	2.08E-166	CAFs myCAF like s5	CTSB	CAFs
5.00E-212	0.598720142	0.881	0.568	1.49E-207	CAFs myCAF like s5	THY1	CAFs
7.06E-78	0.595702368	0.538	0.306	2.10E-73	CAFs myCAF like s5	HTRA3	CAFs
1.35E-189	0.594093071	0.832	0.529	4.01E-185	CAFs myCAF like s5	PPIC	CAFs
2.60E-171	0.584829781	0.938	0.784	7.74E-167	CAFs myCAF like s5	COL6A1	CAFs
9.82E-162	0.582521072	0.33	0.067	2.92E-157	CAFs myCAF like s5	LAMP5	CAFs
3.90E-163	0.569125504	0.551	0.215	1.16E-158	CAFs myCAF like s5	SPHK1	CAFs
1.30E-183	0.56739974	0.763	0.408	3.85E-179	CAFs myCAF like s5	CDH11	CAFs
2.37E-172	0.566488267	0.896	0.669	7.05E-168	CAFs myCAF like s5	MYL12A	CAFs
4.36E-162	0.56605257	0.715	0.384	1.30E-157	CAFs myCAF like s5	ACTN1	CAFs
2.33E-157	0.564469708	0.832	0.552	6.92E-153	CAFs myCAF like s5	OSTC	CAFs
1.34E-167	0.55812054	0.67	0.323	3.97E-163	CAFs myCAF like s5	PDLIM7	CAFs
8.41E-111	0.55382341	0.62	0.332	2.50E-106	CAFs myCAF like s5	NBL1	CAFs
3.93E-199	0.552527179	0.731	0.346	1.17E-194	CAFs myCAF like s5	FAP	CAFs
5.55E-152	0.544402213	0.768	0.451	1.65E-147	CAFs myCAF like s5	FLNA	CAFs
6.57E-128	0.537324276	0.911	0.707	1.95E-123	CAFs myCAF like s5	PFN1	CAFs
1.16E-100	0.531944535	0.831	0.597	3.45E-96	CAFs myCAF like s5	CTGF	CAFs
1.07E-156	0.530642388	0.668	0.327	3.18E-152	CAFs myCAF like s5	ADAM12	CAFs
2.48E-194	0.530442607	0.512	0.159	7.37E-190	CAFs myCAF like s5	SULF2	CAFs
8.93E-144	0.530423565	0.822	0.536	2.66E-139	CAFs myCAF like s5	SH3BGRL3	CAFs
1.60E-181	0.522132574	0.408	0.1	4.75E-177	CAFs myCAF like s5	ITGA11	CAFs
1.17E-162	0.520599944	0.874	0.622	3.48E-158	CAFs myCAF like s5	ITGB1	CAFs
1.04E-147	0.506364823	0.585	0.257	3.11E-143	CAFs myCAF like s5	COL16A1	CAFs
3.45E-114	0.504952041	0.36	0.118	1.03E-109	CAFs myCAF like s5	GALNT1	CAFs
1.90E-197	0.502379412	0.959	0.813	5.66E-193	CAFs myCAF like s5	S100A11	CAFs
1.25E-124	0.498860179	0.683	0.39	3.71E-120	CAFs myCAF like s5	Sep-11	CAFs
1.88E-152	0.49870733	0.505	0.187	5.58E-148	CAFs myCAF like s5	PTK7	CAFs
2.26E-161	0.495438015	0.555	0.219	6.72E-157	CAFs myCAF like s5	LMCD1	CAFs
2.16E-152	0.484303618	0.748	0.421	6.42E-148	CAFs myCAF like s5	RCN3	CAFs
6.06E-124	0.482974527	0.537	0.241	1.80E-119	CAFs myCAF like s5	PLAUR	CAFs
2.19E-149	0.480113702	0.943	0.808	6.53E-145	CAFs myCAF like s5	CD99	CAFs
6.79E-128	0.476811014	0.781	0.507	2.02E-123	CAFs myCAF like s5	KDELR2	CAFs
3.38E-139	0.471443249	0.817	0.537	1.00E-134	CAFs myCAF like s5	ARPC2	CAFs
5.99E-144	0.471428853	0.872	0.616	1.78E-139	CAFs myCAF like s5	OST4	CAFs
4.48E-115	0.470316422	0.472	0.198	1.33E-110	CAFs myCAF like s5	C12orf75	CAFs
4.13E-146	0.466477434	0.655	0.324	1.23E-141	CAFs myCAF like s5	S100A16	CAFs
3.63E-127	0.465092346	0.436	0.159	1.08E-122	CAFs myCAF like s5	DIO2	CAFs
7.67E-144	0.464829595	0.897	0.731	2.28E-139	CAFs myCAF like s5	CFL1	CAFs
1.44E-157	0.463154397	0.609	0.269	4.27E-153	CAFs myCAF like s5	DPYSL3	CAFs
1.05E-73	0.459909619	0.574	0.34	3.12E-69	CAFs myCAF like s5	THBS1	CAFs
2.91E-160	0.459841814	0.569	0.232	8.64E-156	CAFs myCAF like s5	ITGB5	CAFs
8.74E-127	0.458896984	0.321	0.083	2.60E-122	CAFs myCAF like s5	RP11-417E7.2	CAFs
5.48E-178	0.4583853	0.535	0.189	1.63E-173	CAFs myCAF like s5	ADAMTS2	CAFs
5.32E-117	0.455723302	0.78	0.513	1.58E-112	CAFs myCAF like s5	PKM	CAFs
5.22E-58	0.455525883	0.185	0.055	1.55E-53	CAFs myCAF like s5	CST2	CAFs
7.36E-128	0.451474069	0.504	0.21	2.19E-123	CAFs myCAF like s5	DKK3	CAFs
